Worm #,CFU_22,CFU_222,CFU_2222,Day
625,631,72,12,3
626,3262,348,40,3
627,2177,200,16,3
628,4338,444,53,3
629,234,30,2,3
630,873,86,9,3
631,5454,589,51,3
632,213,13,3,3
633,2285,221,15,3
634,271,30,3,3
635,473,43,6,3
636,757,83,10,3
637,908,105,12,3
638,2630,262,23,3
639,0,0,0,3
640,1096,122,12,3
641,806,83,9,3
642,481,32,3,3
643,463,55,6,3
644,1486,169,16,3
645,632,59,10,3
646,3,1,0,3
647,511,52,5,3
648,5983,662,71,3
649,690,69,5,3
650,752,71,7,3
651,3949,369,35,3
652,2248,244,32,3
653,172,14,2,3
654,66,3,0,3
655,2876,321,34,3
656,265,20,2,3
657,4994,514,52,3
658,709,61,9,3
659,256,25,5,3
660,62,8,0,3
661,0,0,0,3
662,1,0,0,3
663,0,0,0,3
664,5117,502,44,3
665,456,45,6,3
666,234,26,2,3
667,4064,408,34,3
668,0,0,0,3
669,1207,129,14,3
670,1055,119,4,3
671,1331,133,21,3
672,2433,224,25,3
673,137,12,1,3
674,766,64,7,3
675,2058,211,20,3
676,2185,231,28,3
677,2353,249,15,3
678,865,92,8,3
679,64,7,1,3
680,0,0,0,3
681,2,1,0,3
682,1387,130,11,3
683,32,2,0,3
684,4974,509,46,3
685,518,58,4,3
686,0,0,0,3
687,1402,130,18,3
688,1897,189,19,3
689,1329,138,15,3
690,166,21,1,3
691,136,19,1,3
692,159,19,0,3
693,5484,567,60,3
694,1101,85,17,3
695,9,0,0,3
696,404,41,4,3
697,853,83,13,3
698,660,71,1,3
699,1442,148,15,3
700,214,27,1,3
701,1727,159,28,3
702,1541,167,18,3
703,1259,126,11,3
704,2613,249,12,3
705,5856,579,47,3
706,165,22,1,3
707,1625,149,18,3
708,0,0,0,3
709,2269,228,19,3
710,619,64,7,3
711,122,18,1,3
712,1563,155,16,3
713,180,18,0,3
714,844,77,11,3
715,1339,142,22,3
716,750,64,9,3
717,119,9,2,3
718,925,82,10,3
719,138,14,2,3
720,3228,325,32,3
721,917,110,7,3
722,719,59,4,3
723,684,70,8,3
724,6163,646,76,3
725,1014,94,13,3
726,774,70,7,3
727,1242,119,17,3
728,0,0,0,3
729,706,76,2,3
730,1727,209,17,3
731,1858,212,20,3
732,412,34,2,3
733,861,74,12,3
734,1020,133,9,3
735,2559,264,19,3
736,0,0,0,3
737,924,87,13,3
738,3,0,0,3
739,813,91,11,3
740,75,12,2,3
741,1138,114,11,3
742,6136,600,66,3
743,997,95,9,3
744,1994,172,14,3
745,712,72,1,3
746,175,15,1,3
747,680,78,6,3
748,2290,210,17,3
749,1166,111,7,3
750,383,38,6,3
1,1719,140,14,5
2,371,22,4,5
3,317,39,2,5
4,1572,165,20,5
5,553,62,7,5
6,1579,144,22,5
7,6728,676,56,5
8,2360,242,28,5
9,318,35,4,5
10,189,21,2,5
11,931,96,4,5
12,1533,156,17,5
13,4492,456,47,5
14,786,67,9,5
15,290,35,3,5
16,555,55,7,5
17,743,83,7,5
18,1489,147,10,5
19,199,21,0,5
20,1715,181,19,5
21,5947,591,69,5
22,563,52,4,5
23,4645,426,51,5
24,192,19,3,5
25,215,32,4,5
26,5988,587,56,5
27,1028,105,10,5
28,4951,509,51,5
29,858,85,10,5
30,488,45,8,5
31,381,49,4,5
32,1991,198,15,5
33,140,12,0,5
34,129,13,4,5
35,1045,116,16,5
36,4838,437,50,5
37,330,26,5,5
38,1699,174,15,5
39,1258,126,8,5
40,248,24,3,5
41,1301,122,14,5
42,487,43,2,5
43,941,79,10,5
44,1096,95,5,5
45,240,23,1,5
46,617,51,5,5
47,1309,119,10,5
48,1445,157,19,5
49,260,16,3,5
50,1057,105,10,5
51,173,23,2,5
52,256,31,0,5
53,5430,526,54,5
54,981,125,9,5
55,4994,491,53,5
56,43,5,1,5
57,184,22,1,5
58,163,16,1,5
59,582,50,6,5
60,201,17,1,5
61,775,75,5,5
62,636,66,6,5
63,1229,120,10,5
64,53,3,1,5
65,771,63,4,5
66,5218,539,49,5
67,2591,275,21,5
68,323,31,2,5
69,256,23,3,5
70,414,43,6,5
71,4542,489,39,5
72,615,87,4,5
73,180,16,2,5
74,5333,510,57,5
75,1861,181,13,5
76,603,62,7,5
77,1156,116,18,5
78,742,70,6,5
79,67,4,2,5
80,494,51,7,5
81,748,79,3,5
82,5793,606,54,5
83,867,100,9,5
84,647,76,10,5
85,170,13,1,5
86,151,13,1,5
87,1005,115,7,5
88,1124,139,4,5
89,1137,121,15,5
90,1415,124,19,5
91,207,19,2,5
92,643,72,12,5
93,967,84,8,5
94,277,25,1,5
95,1286,121,7,5
96,685,62,2,5
97,3603,353,31,5
98,798,88,7,5
99,393,40,5,5
100,2067,192,17,5
101,6171,614,60,5
102,2540,249,25,5
103,831,79,8,5
104,1124,108,11,5
105,266,23,3,5
106,235,19,2,5
107,1933,219,21,5
108,1234,147,11,5
109,880,82,7,5
110,1609,153,16,5
111,215,23,1,5
112,126,14,2,5
113,847,75,12,5
114,691,78,4,5
115,320,24,6,5
116,585,71,6,5
117,273,36,5,5
118,0,0,0,5
119,841,88,6,5
120,1141,123,10,5
121,66,7,0,5
122,219,24,3,5
123,641,58,8,5
124,791,88,8,5
125,2081,223,15,5
126,6204,661,54,5
127,87,9,0,5
128,40,3,0,5
129,2169,249,28,5
130,643,68,6,5
131,4866,492,58,5
132,570,60,7,5
133,1917,201,18,5
134,0,1,0,5
135,107,18,2,5
136,4060,391,32,5
137,202,10,1,5
138,788,68,7,5
139,352,44,1,5
140,4419,439,47,5
141,645,64,3,5
142,1032,111,6,5
143,110,14,1,5
144,730,87,12,5
145,204,21,2,5
146,366,35,4,5
147,14,0,0,5
148,2080,187,21,5
149,4538,484,49,5
150,1132,103,12,5
151,860,80,9,5
152,248,38,3,5
153,978,98,5,5
154,189,13,2,5
155,837,78,12,5
156,170,16,2,5
157,189,19,2,5
158,4884,478,45,5
159,801,74,13,5
160,724,67,6,5
161,2,0,0,5
162,1977,189,17,5
163,835,88,7,5
164,4513,479,45,5
165,448,38,6,5
166,298,21,4,5
167,266,21,3,5
168,92,9,0,5
169,31,1,1,5
170,236,20,1,5
171,548,48,3,5
172,1662,169,20,5
173,673,64,4,5
174,43,4,0,5
175,670,60,11,5
176,951,119,11,5
177,34,2,0,5
178,249,18,1,5
179,5476,527,46,5
180,1717,172,25,5
181,1174,115,9,5
182,884,95,9,5
183,315,33,5,5
184,936,100,4,5
185,1569,157,16,5
186,172,11,1,5
187,785,80,7,5
188,852,87,3,5
189,1215,125,13,5
190,114,9,0,5
191,1128,129,5,5
192,1953,214,13,5
193,109,17,2,5
194,0,0,0,5
195,998,111,11,5
196,1531,169,8,5
197,541,62,2,5
198,826,87,8,5
199,1519,156,12,5
200,2365,237,23,5
201,978,104,6,5
202,7,1,0,5
203,0,0,0,5
204,1183,135,9,5
205,449,40,3,5
206,1681,162,13,5
207,1659,166,22,5
208,572,50,4,5
209,456,46,9,5
210,2645,259,39,5
211,0,0,0,5
212,24,3,0,5
213,445,33,0,5
214,1127,108,7,5
215,1152,109,12,5
216,498,42,4,5
217,4832,470,44,5
218,1090,110,12,5
219,555,63,7,5
220,379,34,4,5
221,664,80,6,5
222,243,22,2,5
223,624,63,8,5
224,1078,121,10,5
225,1825,181,20,5
226,55,6,3,5
227,801,75,5,5
228,231,23,0,5
229,936,79,13,5
230,4539,460,44,5
231,1191,118,14,5
232,242,25,2,5
233,0,0,0,5
234,973,89,15,5
235,140,8,2,5
236,1370,113,18,5
237,4697,506,48,5
238,794,78,5,5
239,975,75,11,5
240,1899,168,23,5
241,596,46,5,5
242,2163,236,17,5
243,569,52,5,5
244,1580,172,16,5
245,1720,155,18,5
246,324,33,3,5
247,1272,132,9,5
248,72,4,3,5
249,1569,159,18,5
250,1182,137,7,5
251,82,7,2,5
252,695,77,12,5
253,2606,275,21,5
254,4640,496,35,5
255,674,59,7,5
256,2740,280,30,5
257,2231,272,29,5
258,105,15,1,5
259,187,12,1,5
260,630,61,7,5
261,1242,140,16,5
262,1292,131,16,5
263,7122,699,77,5
264,1308,125,11,5
265,1156,137,10,5
266,1228,137,7,5
267,1569,172,19,5
268,2266,235,24,5
269,6340,635,57,5
270,981,85,9,5
271,284,34,4,5
272,868,90,11,5
273,4236,405,36,5
274,879,110,8,5
275,5839,566,51,5
276,4353,434,33,5
277,2179,214,29,5
278,644,67,6,5
279,3785,419,37,5
280,2249,244,21,5
281,767,84,9,5
282,933,87,8,5
283,1061,103,10,5
284,127,20,0,5
285,17,1,0,5
286,752,79,10,5
287,1032,89,11,5
288,512,48,4,5
289,4231,421,37,5
290,948,95,11,5
291,67,10,1,5
292,2647,273,25,5
293,867,81,9,5
294,215,24,1,5
295,989,99,3,5
296,810,73,11,5
297,92,10,0,5
298,1017,94,10,5
299,1219,118,11,5
300,1682,162,16,5
301,299,38,1,5
302,5285,515,57,5
303,2080,223,14,5
304,971,103,8,5
305,714,69,12,5
306,4864,488,46,5
307,769,83,16,5
308,581,53,8,5
309,873,89,10,5
310,1610,151,12,5
311,1043,94,10,5
312,1635,151,15,5
313,683,71,8,5
314,894,89,8,5
315,616,55,6,5
316,207,29,3,5
317,784,87,13,5
318,678,67,8,5
319,0,0,0,5
320,488,46,5,5
321,5273,534,60,5
322,5520,548,52,5
323,191,20,3,5
324,1166,105,12,5
325,0,0,0,5
326,4831,480,46,5
327,5675,588,62,5
328,525,55,4,5
329,965,99,7,5
330,715,80,13,5
331,897,98,9,5
332,983,89,12,5
333,1144,118,9,5
334,656,66,8,5
335,390,33,3,5
336,801,83,7,5
337,5284,553,59,5
338,1037,108,12,5
339,1650,146,13,5
340,93,10,2,5
341,162,17,2,5
342,633,69,6,5
343,8,0,0,5
344,28,0,1,5
345,1010,112,8,5
346,794,88,11,5
347,841,64,8,5
348,1005,95,9,5
349,2123,212,17,5
350,163,15,1,5
351,1507,159,18,5
352,317,29,1,5
353,1292,132,11,5
354,1890,201,18,5
355,6217,635,75,5
356,2248,225,30,5
357,1168,125,12,5
358,678,64,10,5
359,467,48,3,5
360,2035,190,22,5
361,205,26,3,5
362,420,40,3,5
363,430,35,4,5
364,1320,150,17,5
365,6230,636,70,5
366,478,55,6,5
367,4374,451,60,5
368,801,92,15,5
369,4313,454,46,5
370,1190,108,6,5
371,1895,190,16,5
372,41,1,0,5
373,4257,424,44,5
374,212,18,1,5
375,584,54,5,5
376,488,55,6,5
377,2259,238,31,5
378,1299,134,11,5
379,187,23,2,5
380,1264,144,14,5
381,447,55,0,5
382,1229,99,13,5
383,943,103,9,5
384,1626,153,13,5
385,4779,513,46,5
386,160,17,0,5
387,1197,114,7,5
388,170,13,2,5
389,5019,527,40,5
390,2633,294,21,5
391,5381,577,48,5
392,647,66,8,5
393,1066,90,14,5
394,966,92,3,5
395,123,15,0,5
396,847,74,6,5
397,921,96,14,5
398,1094,131,8,5
399,396,38,7,5
400,135,14,1,5
401,51,3,1,5
402,1571,147,15,5
403,1406,121,12,5
404,176,15,1,5
405,4873,506,55,5
406,1289,137,9,5
407,250,24,3,5
408,704,68,5,5
409,5691,528,52,5
410,775,67,10,5
411,29,3,0,5
412,1169,118,11,5
413,5612,554,47,5
414,674,63,4,5
415,2368,247,33,5
416,115,5,1,5
417,112,10,1,5
418,5810,573,58,5
419,530,42,4,5
420,888,96,5,5
421,377,43,5,5
422,1477,134,15,5
423,684,71,13,5
424,626,71,10,5
425,5114,566,41,5
426,1972,188,27,5
427,5751,563,45,5
428,0,0,0,5
429,83,8,1,5
430,171,18,0,5
431,475,42,2,5
432,1125,107,10,5
433,4970,553,52,5
434,256,23,2,5
435,159,12,1,5
436,2080,201,16,5
437,1021,102,13,5
438,1325,116,9,5
439,551,65,6,5
440,5292,546,55,5
441,1092,116,7,5
442,1084,101,9,5
443,2184,238,15,5
444,251,33,2,5
445,1258,125,10,5
446,957,86,9,5
447,911,73,8,5
448,1642,155,21,5
449,479,37,5,5
450,1392,132,9,5
451,1915,209,15,5
452,573,61,5,5
453,330,32,2,5
454,1197,107,21,5
455,330,30,7,5
456,5158,537,54,5
457,123,8,1,5
458,1233,110,15,5
459,803,72,9,5
460,639,57,8,5
461,976,106,14,5
462,5063,448,47,5
463,213,33,1,5
464,2116,211,15,5
465,779,70,5,5
466,2757,231,22,5
467,1577,162,15,5
468,143,16,2,5
469,281,28,2,5
470,474,44,5,5
471,143,12,1,5
472,1761,180,19,5
473,846,86,16,5
474,440,40,1,5
475,1483,130,15,5
476,147,7,2,5
477,84,10,0,5
478,1289,109,11,5
479,1597,180,20,5
480,1804,212,14,5
481,1010,96,6,5
482,1170,116,8,5
483,221,28,1,5
484,616,66,6,5
485,183,20,1,5
486,959,103,7,5
487,1242,145,13,5
488,61,5,0,5
489,201,15,2,5
490,993,100,5,5
491,974,107,8,5
492,2644,247,33,5
493,1443,139,18,5
494,129,14,1,5
495,158,18,4,5
496,680,70,5,5
497,124,10,1,5
498,212,22,1,5
499,413,40,10,5
500,658,77,3,5
501,1553,147,18,5
502,46,9,0,5
503,919,86,14,5
504,2118,215,19,5
505,1658,198,14,5
506,850,98,7,5
507,516,71,3,5
508,750,69,7,5
509,958,111,9,5
510,1029,108,11,5
511,5394,555,57,5
512,2492,239,17,5
513,1457,166,25,5
514,508,51,3,5
515,1105,93,8,5
516,422,44,7,5
517,842,69,6,5
518,58,4,0,5
519,442,47,2,5
520,417,41,2,5
521,1149,97,11,5
522,112,13,1,5
523,469,36,1,5
524,110,10,0,5
525,221,25,3,5
526,963,94,14,5
527,240,34,3,5
528,243,18,2,5
529,1482,146,19,5
530,129,10,1,5
531,196,20,0,5
532,4930,480,36,5
533,5670,600,60,5
534,194,15,1,5
535,1947,201,19,5
536,140,17,2,5
537,808,85,6,5
538,5797,555,46,5
539,838,72,9,5
540,1238,132,12,5
541,4860,515,47,5
542,1420,154,13,5
543,90,8,1,5
544,1017,114,6,5
545,188,14,3,5
546,134,7,0,5
547,2019,189,22,5
548,2315,260,24,5
549,2247,221,27,5
550,743,74,6,5
551,754,69,5,5
552,696,76,5,5
553,2449,252,23,5
554,164,23,2,5
555,4836,457,40,5
556,147,20,2,5
557,552,60,11,5
558,891,87,12,5
559,42,3,0,5
560,1059,109,10,5
561,21,0,0,5
562,911,79,12,5
563,220,22,4,5
564,1125,112,11,5
565,906,87,11,5
566,4345,429,34,5
567,884,91,6,5
568,858,84,9,5
569,649,62,7,5
570,660,57,4,5
571,1085,114,7,5
572,417,38,5,5
573,289,27,5,5
574,515,52,8,5
575,988,81,8,5
576,982,104,7,5
577,802,89,9,5
578,1862,152,15,5
579,177,20,4,5
580,19,0,0,5
581,0,0,0,5
582,84,9,1,5
583,205,27,1,5
584,238,18,4,5
585,4181,426,47,5
586,139,15,2,5
587,1082,102,6,5
588,603,55,4,5
589,932,92,10,5
590,1257,125,14,5
591,1238,150,13,5
592,980,92,16,5
593,1171,109,12,5
594,1169,134,6,5
595,300,32,3,5
596,830,69,9,5
597,5272,507,46,5
598,154,10,0,5
599,0,0,0,5
600,492,61,5,5
601,873,72,16,5
602,898,84,7,5
603,1323,136,17,5
604,906,88,3,5
605,335,43,5,5
606,332,35,4,5
607,1257,106,13,5
608,2101,191,23,5
609,6291,617,62,5
610,772,77,9,5
611,1585,194,22,5
612,2444,223,24,5
613,1092,117,10,5
614,361,33,4,5
615,194,15,4,5
616,5344,540,55,5
617,1117,104,7,5
618,170,17,2,5
619,729,72,11,5
620,1618,163,19,5
621,232,25,1,5
622,40,6,1,5
623,451,53,4,5
624,312,26,6,5
625,745,92,5,5
626,130,5,1,5
627,581,80,2,5
628,582,65,6,5
629,4291,420,43,5
630,5219,549,41,5
631,55,8,0,5
632,5123,530,51,5
633,381,40,6,5
634,1844,189,29,5
635,244,28,4,5
636,663,79,8,5
637,773,72,7,5
638,2584,253,23,5
639,5847,572,60,5
640,787,78,5,5
641,966,98,9,5
642,196,17,0,5
643,106,13,2,5
644,2589,220,23,5
645,5752,593,51,5
646,2033,224,20,5
647,260,21,5,5
648,193,25,3,5
649,954,102,10,5
650,2909,292,32,5
651,4907,501,58,5
652,902,91,14,5
653,740,74,8,5
654,1484,130,11,5
655,4790,453,46,5
656,400,32,5,5
657,958,97,8,5
658,252,26,3,5
659,1961,208,18,5
660,2325,244,27,5
661,419,35,7,5
662,1092,117,10,5
663,273,28,5,5
664,171,16,0,5
665,79,7,0,5
666,698,56,2,5
667,632,77,10,5
668,2066,208,23,5
669,1385,128,13,5
670,810,77,8,5
671,286,20,1,5
672,571,60,2,5
673,131,20,3,5
674,565,41,6,5
675,772,78,12,5
676,2218,217,13,5
677,4370,416,51,5
678,752,112,11,5
679,469,38,6,5
680,5480,514,57,5
681,5056,532,54,5
682,541,49,3,5
683,2407,240,31,5
684,0,0,0,5
685,705,72,5,5
686,472,46,6,5
687,147,11,4,5
688,1659,163,21,5
689,793,59,6,5
690,60,7,0,5
691,214,20,1,5
692,179,23,1,5
693,1901,200,17,5
694,416,31,3,5
695,1028,99,15,5
696,3648,361,39,5
697,733,79,10,5
698,538,55,6,5
699,297,33,5,5
700,854,74,13,5
701,1897,190,20,5
702,175,13,2,5
703,1944,205,17,5
704,955,88,10,5
705,4278,416,37,5
706,142,17,2,5
707,6019,617,61,5
708,196,18,2,5
709,590,66,10,5
710,1873,186,23,5
711,986,95,7,5
712,360,29,2,5
713,4855,460,59,5
714,88,14,1,5
715,915,97,11,5
716,1009,103,7,5
717,5539,571,57,5
718,204,17,3,5
719,193,26,3,5
720,109,12,4,5
721,139,14,3,5
722,2175,224,28,5
723,893,94,9,5
724,673,74,5,5
725,304,34,2,5
726,3430,319,35,5
727,830,94,11,5
728,1520,154,16,5
729,873,83,7,5
730,240,27,4,5
731,210,20,4,5
732,0,0,0,5
733,55,8,1,5
734,219,20,1,5
735,1139,125,16,5
736,824,95,9,5
737,1209,151,9,5
738,656,67,7,5
739,424,45,8,5
740,2157,206,28,5
741,2897,294,23,5
742,816,68,11,5
743,4021,412,45,5
744,971,92,14,5
745,1239,131,17,5
746,659,66,9,5
747,51,10,0,5
748,1579,157,15,5
749,794,89,10,5
750,1309,124,14,5
1,622,70,8,7
2,1291,105,12,7
3,5533,545,51,7
4,1684,162,16,7
5,2027,211,17,7
6,684,63,5,7
7,906,106,8,7
8,167,15,1,7
9,4814,467,36,7
10,2032,214,17,7
11,859,92,3,7
12,618,67,7,7
13,954,90,10,7
14,1392,115,9,7
15,5734,590,64,7
16,6097,589,57,7
17,539,68,5,7
18,1248,133,21,7
19,5692,588,61,7
20,4996,526,53,7
21,1060,120,9,7
22,46,3,0,7
23,104,11,1,7
24,1064,109,11,7
25,160,19,1,7
26,146,10,2,7
27,6368,623,61,7
28,4018,387,31,7
29,568,64,2,7
30,5618,532,60,7
31,977,78,18,7
32,82,9,2,7
33,1166,107,13,7
34,177,17,2,7
35,609,49,9,7
36,2137,225,14,7
37,6222,600,55,7
38,1193,127,8,7
39,517,49,4,7
40,5929,630,47,7
41,42,4,1,7
42,1590,150,26,7
43,1326,124,17,7
44,1021,110,13,7
45,365,41,3,7
46,901,85,11,7
47,320,28,5,7
48,38,3,0,7
49,1431,134,14,7
50,1713,167,23,7
51,294,37,0,7
52,692,62,3,7
53,5183,529,62,7
54,165,15,0,7
55,4767,474,44,7
56,957,101,7,7
57,920,89,7,7
58,662,70,9,7
59,941,86,7,7
60,1086,96,12,7
61,73,6,0,7
62,56,5,0,7
63,2125,220,17,7
64,206,16,1,7
65,5224,510,43,7
66,1008,113,11,7
67,417,37,5,7
68,1040,115,11,7
69,617,57,12,7
70,119,17,4,7
71,5243,515,52,7
72,1205,109,9,7
73,5228,515,62,7
74,2318,213,17,7
75,537,39,9,7
76,546,46,5,7
77,1161,135,14,7
78,892,95,8,7
79,117,10,2,7
80,4607,462,52,7
81,881,94,7,7
82,1287,125,8,7
83,5300,513,55,7
84,266,27,1,7
85,5272,544,60,7
86,5627,553,46,7
87,1043,109,13,7
88,580,49,7,7
89,1099,111,10,7
90,2052,215,20,7
91,161,12,2,7
92,803,69,8,7
93,158,9,1,7
94,1831,193,12,7
95,951,91,9,7
96,5018,481,54,7
97,895,80,10,7
98,4685,455,52,7
99,1719,186,15,7
100,1916,201,18,7
101,1477,139,10,7
102,528,66,7,7
103,274,30,2,7
104,4976,497,58,7
105,1717,194,16,7
106,180,33,2,7
107,206,16,2,7
108,345,42,0,7
109,99,9,3,7
110,1166,107,10,7
111,5094,546,58,7
112,1473,151,17,7
113,163,12,4,7
114,109,12,0,7
115,4734,482,56,7
116,459,38,6,7
117,2021,193,16,7
118,653,57,3,7
119,1732,148,18,7
120,2420,249,17,7
121,4379,410,57,7
122,1,0,0,7
123,490,49,3,7
124,4496,429,44,7
125,1014,103,5,7
126,597,59,6,7
127,4828,462,67,7
128,998,107,6,7
129,80,6,0,7
130,5126,492,47,7
131,2065,192,25,7
132,114,8,0,7
133,5798,540,65,7
134,972,103,9,7
135,5497,532,57,7
136,286,24,2,7
137,167,18,0,7
138,1370,116,11,7
139,141,14,1,7
140,2044,212,24,7
141,478,38,2,7
142,316,27,2,7
143,1050,115,19,7
144,2998,319,31,7
145,1837,167,18,7
146,212,28,3,7
147,1620,162,24,7
148,848,82,5,7
149,1107,104,11,7
150,189,14,1,7
151,837,72,7,7
152,502,59,3,7
153,327,26,1,7
154,613,63,6,7
155,148,14,4,7
156,1276,130,9,7
157,1307,110,13,7
158,525,42,6,7
159,1193,111,16,7
160,896,82,11,7
161,1068,98,8,7
162,1149,117,9,7
163,1222,138,8,7
164,1690,172,17,7
165,1124,116,15,7
166,461,54,5,7
167,4887,464,52,7
168,106,11,2,7
169,1101,101,9,7
170,313,33,1,7
171,183,11,3,7
172,939,88,11,7
173,923,87,13,7
174,4423,439,42,7
175,1178,124,10,7
176,1187,117,12,7
177,899,88,12,7
178,1076,109,9,7
179,1020,90,10,7
180,77,12,0,7
181,1131,99,12,7
182,862,96,7,7
183,3842,365,46,7
184,543,53,4,7
185,974,89,8,7
186,610,47,7,7
187,991,104,7,7
188,5369,582,63,7
189,529,55,7,7
190,210,23,2,7
191,1856,161,21,7
192,133,13,0,7
193,847,77,5,7
194,495,56,5,7
195,546,53,10,7
196,1139,121,8,7
197,585,58,3,7
198,434,46,5,7
199,606,62,9,7
200,1355,133,9,7
201,768,78,9,7
202,1246,142,13,7
203,6275,570,78,7
204,775,77,5,7
205,1016,97,7,7
206,2204,225,24,7
207,689,68,9,7
208,567,55,5,7
209,767,79,5,7
210,1120,104,10,7
211,1084,97,10,7
212,917,75,8,7
213,230,32,4,7
214,115,10,0,7
215,854,84,6,7
216,584,45,6,7
217,82,7,3,7
218,948,88,12,7
219,220,21,1,7
220,5782,582,53,7
221,1667,168,18,7
222,1805,149,15,7
223,1336,139,14,7
224,825,85,8,7
225,544,57,5,7
226,271,30,1,7
227,382,33,7,7
228,431,38,2,7
229,1326,124,13,7
230,95,7,0,7
231,6278,647,84,7
232,964,109,10,7
233,625,61,6,7
234,766,72,7,7
235,1010,97,10,7
236,1183,117,10,7
237,1781,185,14,7
238,940,96,9,7
239,47,5,0,7
240,761,66,8,7
241,1750,181,23,7
242,608,71,6,7
243,502,53,4,7
244,109,7,1,7
245,244,20,1,7
246,6030,556,51,7
247,1841,178,13,7
248,133,12,3,7
249,5622,550,60,7
250,65,11,0,7
251,969,93,13,7
252,298,20,1,7
253,1065,124,11,7
254,203,16,2,7
255,566,42,4,7
256,1831,180,18,7
257,5131,540,45,7
258,216,25,1,7
259,5030,516,50,7
260,616,63,3,7
261,97,11,1,7
262,43,4,0,7
263,1223,114,8,7
264,5219,537,49,7
265,606,57,4,7
266,551,63,3,7
267,139,3,1,7
268,2309,249,15,7
269,799,83,8,7
270,5723,547,56,7
271,2088,216,21,7
272,1477,135,16,7
273,1374,123,14,7
274,406,34,6,7
275,3729,348,32,7
276,858,81,8,7
277,327,25,0,7
278,1787,174,14,7
279,55,2,0,7
280,1332,129,12,7
281,6333,603,70,7
282,2111,201,22,7
283,1382,119,13,7
284,932,97,10,7
285,184,17,0,7
286,1188,109,13,7
287,605,54,1,7
288,638,57,5,7
289,5712,617,63,7
290,224,20,2,7
291,5606,562,44,7
292,1363,149,16,7
293,960,106,9,7
294,35,6,0,7
295,2274,226,24,7
296,1726,201,15,7
297,108,13,3,7
298,31,3,1,7
299,374,33,5,7
300,1087,113,12,7
301,576,60,5,7
302,1020,114,16,7
303,1163,92,9,7
304,132,15,3,7
305,4775,467,49,7
306,952,123,9,7
307,187,16,3,7
308,1595,141,11,7
309,807,80,4,7
310,908,84,4,7
311,5172,489,48,7
312,1209,111,11,7
313,1239,96,6,7
314,1316,106,16,7
315,1670,180,18,7
316,262,19,1,7
317,5968,644,55,7
318,5115,494,54,7
319,1390,159,14,7
320,551,61,2,7
321,72,9,1,7
322,943,87,13,7
323,1914,207,17,7
324,149,16,1,7
325,1477,151,11,7
326,6533,621,72,7
327,201,25,1,7
328,1213,118,4,7
329,833,87,10,7
330,778,92,7,7
331,5491,538,38,7
332,960,82,10,7
333,156,21,1,7
334,76,5,0,7
335,436,55,3,7
336,302,41,3,7
337,1800,191,18,7
338,5779,579,45,7
339,796,77,3,7
340,136,15,0,7
341,1425,157,17,7
342,189,23,2,7
343,1872,177,19,7
344,982,96,15,7
345,624,75,9,7
346,1642,166,19,7
347,93,11,0,7
348,2525,237,28,7
349,269,26,6,7
350,2794,316,24,7
351,791,90,7,7
352,1643,161,12,7
353,299,37,10,7
354,557,71,8,7
355,6063,662,66,7
356,1010,121,8,7
357,570,59,6,7
358,1896,225,21,7
359,875,84,6,7
360,184,18,2,7
361,4953,504,49,7
362,153,19,0,7
363,1021,98,7,7
364,778,71,10,7
365,1032,106,6,7
366,492,60,6,7
367,571,53,5,7
368,36,3,0,7
369,5885,556,63,7
370,928,83,7,7
371,4126,383,55,7
372,650,61,6,7
373,5010,503,55,7
374,4457,431,56,7
375,807,100,9,7
376,561,62,6,7
377,157,15,2,7
378,1144,117,12,7
379,861,83,7,7
380,984,114,8,7
381,319,42,1,7
382,512,34,4,7
383,1047,89,11,7
384,809,77,12,7
385,1028,122,9,7
386,660,66,7,7
387,1115,109,10,7
388,321,26,5,7
389,615,63,5,7
390,145,17,1,7
391,1772,193,17,7
392,106,14,0,7
393,103,13,1,7
394,305,25,0,7
395,1267,139,21,7
396,124,15,0,7
397,5597,505,64,7
398,212,26,2,7
399,1905,196,16,7
400,170,12,2,7
401,320,21,4,7
402,672,57,7,7
403,2430,238,28,7
404,297,26,2,7
405,1227,135,7,7
406,11,2,0,7
407,347,29,6,7
408,81,5,0,7
409,331,31,3,7
410,6100,583,62,7
411,1163,115,9,7
412,345,39,5,7
413,1565,150,11,7
414,90,6,0,7
415,236,25,3,7
416,1121,120,16,7
417,1242,120,10,7
418,1007,108,8,7
419,97,11,0,7
420,730,59,12,7
421,1544,155,14,7
422,1406,148,13,7
423,145,11,2,7
424,5193,513,52,7
425,1098,113,11,7
426,699,63,5,7
427,5539,570,47,7
428,665,57,11,7
429,569,51,4,7
430,908,100,12,7
431,36,6,2,7
432,295,33,2,7
433,767,82,4,7
434,204,22,3,7
435,1804,180,11,7
436,680,68,5,7
437,880,95,12,7
438,1219,122,9,7
439,141,16,2,7
440,31,2,2,7
441,1291,133,12,7
442,180,18,3,7
443,5092,512,50,7
444,2011,183,21,7
445,175,12,4,7
446,550,65,7,7
447,5576,560,60,7
448,973,112,13,7
449,319,37,5,7
450,110,9,0,7
451,142,10,0,7
452,952,81,16,7
453,2203,214,22,7
454,79,6,1,7
455,595,54,10,7
456,243,26,0,7
457,1328,130,12,7
458,755,64,11,7
459,237,23,2,7
460,921,87,5,7
461,1852,195,21,7
462,148,13,5,7
463,159,12,2,7
464,832,89,9,7
465,179,25,2,7
